2026-03-30 13:19:45.046 | INFO     | __main__:_setup_logging:61 - Logging setup completed
2026-03-30 13:19:45.055 | INFO     | __main__:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:19:45.055 | INFO     | __main__:run:318 - Starting Damai Ticket Purchasing System
2026-03-30 13:19:46.762 | ERROR    | __main__:initialize_browser:133 - Failed to initialize browser: BrowserType.launch() got an unexpected keyword argument 'user_agent'
2026-03-30 13:19:46.762 | INFO     | __main__:run:353 - Program exited
2026-03-30 13:20:01.629 | INFO     | __main__:_setup_logging:61 - Logging setup completed
2026-03-30 13:20:01.632 | INFO     | __main__:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:20:01.632 | INFO     | __main__:run:317 - Starting Damai Ticket Purchasing System
2026-03-30 13:20:02.818 | INFO     | __main__:initialize_browser:129 - Browser initialized successfully
2026-03-30 13:20:02.818 | INFO     | __main__:login:138 - Starting login process
2026-03-30 13:20:07.448 | ERROR    | __main__:login:177 - No login credentials provided
2026-03-30 13:20:07.835 | INFO     | __main__:run:352 - Program exited
2026-03-30 13:20:10.883 | INFO     | __main__:_setup_logging:61 - Logging setup completed
2026-03-30 13:20:10.886 | INFO     | __main__:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:20:10.886 | INFO     | __main__:run:317 - Starting Damai Ticket Purchasing System
2026-03-30 13:20:11.491 | INFO     | __main__:initialize_browser:129 - Browser initialized successfully
2026-03-30 13:20:11.491 | INFO     | __main__:login:138 - Starting login process
2026-03-30 13:20:14.611 | ERROR    | __main__:login:177 - No login credentials provided
2026-03-30 13:20:14.764 | INFO     | __main__:run:352 - Program exited
2026-03-30 13:24:41.060 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:24:41.063 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:24:41.066 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:24:41.068 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:24:41.069 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:24:41.117 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:24:41.119 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:24:41.119 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:24:41.122 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:24:41.123 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:24:41.123 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:24:41.123 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 1/5 failed: Test failure
2026-03-30 13:24:43.125 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 2/5 failed: Test failure
2026-03-30 13:24:47.126 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 3/5 failed: Test failure
2026-03-30 13:24:55.126 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 4/5 failed: Test failure
2026-03-30 13:25:11.127 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 5/5 failed: Test failure
2026-03-30 13:25:11.127 | ERROR    | damai_ticket:_retry_operation:94 - All 5 attempts failed
2026-03-30 13:25:11.130 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:25:11.132 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:25:11.132 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:25:11.132 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 1/5 failed: Attempt 1 failed
2026-03-30 13:25:13.133 | WARNING  | damai_ticket:_retry_operation:90 - Attempt 2/5 failed: Attempt 2 failed
2026-03-30 13:25:17.136 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:25:17.137 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:25:17.137 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:25:17.140 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:25:17.142 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:25:17.143 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:25:17.145 | INFO     | damai_ticket:_load_config:36 - Configuration loaded successfully
2026-03-30 13:25:17.146 | INFO     | damai_ticket:_setup_logging:61 - Logging setup completed
2026-03-30 13:25:17.148 | INFO     | damai_ticket:_setup_anti_detect:66 - Anti-detection setup completed
2026-03-30 13:25:17.163 | ERROR    | damai_ticket:_load_config:39 - Failed to load configuration: mapping values are not allowed here
  in "C:\Users\MECHREVO\AppData\Local\Temp\pytest-of-MECHREVO\pytest-0\test_invalid_config_file0\invalid_config.yaml", line 1, column 14
